EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD00961,KSP/DIS031/2026/00961,Digital Document,Key forensic evidence collected for Fire Incident by Vijayanagara (Hospete) Officer 1.,Vijayanagara (Hospete) Officer 1,2026-02-10,Verified & Cataloged,EV-2026-961,Vijayanagara (Hospete) Town PS Crime Scene,Central Station Locker,OFF461,FSL Vijayanagara (Hospete),FSL-REPORT-961,Intact Chain of Custody,evidence_961.jpg,Indexed via AI OCR
EVD00962,KSP/DIS001/2026/00962,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Bengaluru Urban Officer 11.,Bengaluru Urban Officer 11,2026-03-11,Verified & Cataloged,EV-2026-962,Electronic City Police Station Crime Scene,Central Station Locker,OFF021,FSL Bengaluru Urban,FSL-REPORT-962,Intact Chain of Custody,evidence_962.jpg,Indexed via AI OCR
EVD00963,KSP/DIS002/2026/00963,Video Footage,Key forensic evidence collected for Suicide Investigation by Bengaluru Rural Officer 3.,Bengaluru Rural Officer 3,2026-04-12,Verified & Cataloged,EV-2026-963,Bengaluru Rural Cyber Crime PS Crime Scene,Central Station Locker,OFF028,FSL Bengaluru Rural,FSL-REPORT-963,Intact Chain of Custody,evidence_963.jpg,Indexed via AI OCR
EVD00964,KSP/DIS003/2026/00964,Digital Document,Key forensic evidence collected for Property Disputes by Ramanagara Officer 4.,Ramanagara Officer 4,2026-05-13,Verified & Cataloged,EV-2026-964,Ramanagara Traffic PS Crime Scene,Central Station Locker,OFF044,FSL Ramanagara,FSL-REPORT-964,Intact Chain of Custody,evidence_964.jpg,Indexed via AI OCR
EVD00965,KSP/DIS004/2026/00965,Physical Weapon,Key forensic evidence collected for Public Disturbance by Chikkaballapura Officer 5.,Chikkaballapura Officer 5,2026-06-14,Verified & Cataloged,EV-2026-965,Chikkaballapura Town PS Crime Scene,Central Station Locker,OFF060,FSL Chikkaballapura,FSL-REPORT-965,Intact Chain of Custody,evidence_965.jpg,Indexed via AI OCR
EVD00966,KSP/DIS005/2026/00966,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Kolar Officer 6.,Kolar Officer 6,2026-07-15,Verified & Cataloged,EV-2026-966,Kolar Central PS Crime Scene,Central Station Locker,OFF076,FSL Kolar,FSL-REPORT-966,Intact Chain of Custody,evidence_966.jpg,Indexed via AI OCR
EVD00967,KSP/DIS006/2026/00967,Digital Document,Key forensic evidence collected for Murder by Tumakuru Officer 7.,Tumakuru Officer 7,2026-08-16,Verified & Cataloged,EV-2026-967,Tumakuru Cyber Crime PS Crime Scene,Central Station Locker,OFF092,FSL Tumakuru,FSL-REPORT-967,Intact Chain of Custody,evidence_967.jpg,Indexed via AI OCR
EVD00968,KSP/DIS007/2026/00968,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Shivamogga Officer 8.,Shivamogga Officer 8,2026-09-17,Verified & Cataloged,EV-2026-968,Shivamogga Traffic PS Crime Scene,Central Station Locker,OFF108,FSL Shivamogga,FSL-REPORT-968,Intact Chain of Custody,evidence_968.jpg,Indexed via AI OCR
EVD00969,KSP/DIS008/2026/00969,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Chitradurga Officer 9.,Chitradurga Officer 9,2026-10-18,Verified & Cataloged,EV-2026-969,Chitradurga Town PS Crime Scene,Central Station Locker,OFF124,FSL Chitradurga,FSL-REPORT-969,Intact Chain of Custody,evidence_969.jpg,Indexed via AI OCR
EVD00970,KSP/DIS009/2026/00970,Digital Document,Key forensic evidence collected for Kidnapping by Davanagere Officer 10.,Davanagere Officer 10,2026-11-19,Verified & Cataloged,EV-2026-970,Davanagere Central PS Crime Scene,Central Station Locker,OFF140,FSL Davanagere,FSL-REPORT-970,Intact Chain of Custody,evidence_970.jpg,Indexed via AI OCR
EVD00971,KSP/DIS010/2026/00971,Physical Weapon,Key forensic evidence collected for Missing Person by Mysuru Officer 11.,Mysuru Officer 11,2026-12-20,Verified & Cataloged,EV-2026-971,Mysuru Cyber Crime PS Crime Scene,Central Station Locker,OFF156,FSL Mysuru,FSL-REPORT-971,Intact Chain of Custody,evidence_971.jpg,Indexed via AI OCR
EVD00972,KSP/DIS011/2026/00972,Video Footage,Key forensic evidence collected for Theft by Mandya Officer 12.,Mandya Officer 12,2026-01-21,Verified & Cataloged,EV-2026-972,Mandya Traffic PS Crime Scene,Central Station Locker,OFF172,FSL Mandya,FSL-REPORT-972,Intact Chain of Custody,evidence_972.jpg,Indexed via AI OCR
EVD00973,KSP/DIS012/2026/00973,Digital Document,Key forensic evidence collected for Vehicle Theft by Hassan Officer 13.,Hassan Officer 13,2026-02-22,Verified & Cataloged,EV-2026-973,Hassan Town PS Crime Scene,Central Station Locker,OFF188,FSL Hassan,FSL-REPORT-973,Intact Chain of Custody,evidence_973.jpg,Indexed via AI OCR
EVD00974,KSP/DIS013/2026/00974,Physical Weapon,Key forensic evidence collected for Burglary by Chamarajanagara Officer 14.,Chamarajanagara Officer 14,2026-03-23,Verified & Cataloged,EV-2026-974,Chamarajanagara Central PS Crime Scene,Central Station Locker,OFF204,FSL Chamarajanagara,FSL-REPORT-974,Intact Chain of Custody,evidence_974.jpg,Indexed via AI OCR
EVD00975,KSP/DIS014/2026/00975,Video Footage,Key forensic evidence collected for Robbery by Kodagu Officer 15.,Kodagu Officer 15,2026-04-24,Verified & Cataloged,EV-2026-975,Kodagu Cyber Crime PS Crime Scene,Central Station Locker,OFF220,FSL Kodagu,FSL-REPORT-975,Intact Chain of Custody,evidence_975.jpg,Indexed via AI OCR
EVD00976,KSP/DIS015/2026/00976,Digital Document,Key forensic evidence collected for Chain Snatching by Dakshina Kannada (Mangaluru) Officer 1.,Dakshina Kannada (Mangaluru) Officer 1,2026-05-25,Verified & Cataloged,EV-2026-976,Dakshina Kannada (Mangaluru) Traffic PS Crime Scene,Central Station Locker,OFF221,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-976,Intact Chain of Custody,evidence_976.jpg,Indexed via AI OCR
EVD00977,KSP/DIS016/2026/00977,Physical Weapon,Key forensic evidence collected for Cyber Crime by Udupi Officer 2.,Udupi Officer 2,2026-06-26,Verified & Cataloged,EV-2026-977,Udupi Town PS Crime Scene,Central Station Locker,OFF237,FSL Udupi,FSL-REPORT-977,Intact Chain of Custody,evidence_977.jpg,Indexed via AI OCR
EVD00978,KSP/DIS017/2026/00978,Video Footage,Key forensic evidence collected for UPI Fraud by Uttara Kannada (Karwar) Officer 3.,Uttara Kannada (Karwar) Officer 3,2026-07-27,Verified & Cataloged,EV-2026-978,Uttara Kannada (Karwar) Central PS Crime Scene,Central Station Locker,OFF253,FSL Uttara Kannada (Karwar),FSL-REPORT-978,Intact Chain of Custody,evidence_978.jpg,Indexed via AI OCR
EVD00979,KSP/DIS018/2026/00979,Digital Document,Key forensic evidence collected for Online Banking Fraud by Belagavi Officer 4.,Belagavi Officer 4,2026-08-28,Verified & Cataloged,EV-2026-979,Belagavi Cyber Crime PS Crime Scene,Central Station Locker,OFF269,FSL Belagavi,FSL-REPORT-979,Intact Chain of Custody,evidence_979.jpg,Indexed via AI OCR
EVD00980,KSP/DIS019/2026/00980,Physical Weapon,Key forensic evidence collected for Identity Theft by Dharwad Officer 5.,Dharwad Officer 5,2026-09-01,Verified & Cataloged,EV-2026-980,Dharwad Traffic PS Crime Scene,Central Station Locker,OFF285,FSL Dharwad,FSL-REPORT-980,Intact Chain of Custody,evidence_980.jpg,Indexed via AI OCR
EVD00981,KSP/DIS020/2026/00981,Video Footage,Key forensic evidence collected for ATM Fraud by Hubballi City Officer 6.,Hubballi City Officer 6,2026-10-02,Verified & Cataloged,EV-2026-981,Hubballi City Town PS Crime Scene,Central Station Locker,OFF301,FSL Hubballi City,FSL-REPORT-981,Intact Chain of Custody,evidence_981.jpg,Indexed via AI OCR
EVD00982,KSP/DIS021/2026/00982,Digital Document,Key forensic evidence collected for Rape by Gadag Officer 7.,Gadag Officer 7,2026-11-03,Verified & Cataloged,EV-2026-982,Gadag Central PS Crime Scene,Central Station Locker,OFF317,FSL Gadag,FSL-REPORT-982,Intact Chain of Custody,evidence_982.jpg,Indexed via AI OCR
EVD00983,KSP/DIS022/2026/00983,Physical Weapon,Key forensic evidence collected for Sexual Assault by Haveri Officer 8.,Haveri Officer 8,2026-12-04,Verified & Cataloged,EV-2026-983,Haveri Cyber Crime PS Crime Scene,Central Station Locker,OFF333,FSL Haveri,FSL-REPORT-983,Intact Chain of Custody,evidence_983.jpg,Indexed via AI OCR
EVD00984,KSP/DIS023/2026/00984,Video Footage,Key forensic evidence collected for POCSO by Vijayapura Officer 9.,Vijayapura Officer 9,2026-01-05,Verified & Cataloged,EV-2026-984,Vijayapura Traffic PS Crime Scene,Central Station Locker,OFF349,FSL Vijayapura,FSL-REPORT-984,Intact Chain of Custody,evidence_984.jpg,Indexed via AI OCR
EVD00985,KSP/DIS024/2026/00985,Digital Document,Key forensic evidence collected for Domestic Violence by Bagalkote Officer 10.,Bagalkote Officer 10,2026-02-06,Verified & Cataloged,EV-2026-985,Bagalkote Town PS Crime Scene,Central Station Locker,OFF365,FSL Bagalkote,FSL-REPORT-985,Intact Chain of Custody,evidence_985.jpg,Indexed via AI OCR
EVD00986,KSP/DIS025/2026/00986,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Kalaburagi Officer 11.,Kalaburagi Officer 11,2026-03-07,Verified & Cataloged,EV-2026-986,Kalaburagi Central PS Crime Scene,Central Station Locker,OFF381,FSL Kalaburagi,FSL-REPORT-986,Intact Chain of Custody,evidence_986.jpg,Indexed via AI OCR
EVD00987,KSP/DIS026/2026/00987,Video Footage,Key forensic evidence collected for Drug Trafficking by Bidar Officer 12.,Bidar Officer 12,2026-04-08,Verified & Cataloged,EV-2026-987,Bidar Cyber Crime PS Crime Scene,Central Station Locker,OFF397,FSL Bidar,FSL-REPORT-987,Intact Chain of Custody,evidence_987.jpg,Indexed via AI OCR
EVD00988,KSP/DIS027/2026/00988,Digital Document,Key forensic evidence collected for Human Trafficking by Raichur Officer 13.,Raichur Officer 13,2026-05-09,Verified & Cataloged,EV-2026-988,Raichur Traffic PS Crime Scene,Central Station Locker,OFF413,FSL Raichur,FSL-REPORT-988,Intact Chain of Custody,evidence_988.jpg,Indexed via AI OCR
EVD00989,KSP/DIS028/2026/00989,Physical Weapon,Key forensic evidence collected for Gambling by Koppal Officer 14.,Koppal Officer 14,2026-06-10,Verified & Cataloged,EV-2026-989,Koppal Town PS Crime Scene,Central Station Locker,OFF429,FSL Koppal,FSL-REPORT-989,Intact Chain of Custody,evidence_989.jpg,Indexed via AI OCR
EVD00990,KSP/DIS029/2026/00990,Video Footage,Key forensic evidence collected for Wildlife Crime by Yadgir Officer 15.,Yadgir Officer 15,2026-07-11,Verified & Cataloged,EV-2026-990,Yadgir Central PS Crime Scene,Central Station Locker,OFF445,FSL Yadgir,FSL-REPORT-990,Intact Chain of Custody,evidence_990.jpg,Indexed via AI OCR
EVD00991,KSP/DIS030/2026/00991,Digital Document,Key forensic evidence collected for Forest Crime by Ballari Officer 1.,Ballari Officer 1,2026-08-12,Verified & Cataloged,EV-2026-991,Ballari Cyber Crime PS Crime Scene,Central Station Locker,OFF446,FSL Ballari,FSL-REPORT-991,Intact Chain of Custody,evidence_991.jpg,Indexed via AI OCR
EVD00992,KSP/DIS031/2026/00992,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Vijayanagara (Hospete) Officer 2.,Vijayanagara (Hospete) Officer 2,2026-09-13,Verified & Cataloged,EV-2026-992,Vijayanagara (Hospete) Traffic PS Crime Scene,Central Station Locker,OFF462,FSL Vijayanagara (Hospete),FSL-REPORT-992,Intact Chain of Custody,evidence_992.jpg,Indexed via AI OCR
EVD00993,KSP/DIS001/2026/00993,Video Footage,Key forensic evidence collected for Corruption by Ramesh Kulkarni.,Ramesh Kulkarni,2026-10-14,Verified & Cataloged,EV-2026-993,Bengaluru Urban Cyber Crime PS Crime Scene,Central Station Locker,OFF008,FSL Bengaluru Urban,FSL-REPORT-993,Intact Chain of Custody,evidence_993.jpg,Indexed via AI OCR
EVD00994,KSP/DIS002/2026/00994,Digital Document,Key forensic evidence collected for Economic Offence by Bengaluru Rural Officer 4.,Bengaluru Rural Officer 4,2026-11-15,Verified & Cataloged,EV-2026-994,Bengaluru Rural Central PS Crime Scene,Central Station Locker,OFF029,FSL Bengaluru Rural,FSL-REPORT-994,Intact Chain of Custody,evidence_994.jpg,Indexed via AI OCR
EVD00995,KSP/DIS003/2026/00995,Physical Weapon,Key forensic evidence collected for White Collar Crime by Ramanagara Officer 5.,Ramanagara Officer 5,2026-12-16,Verified & Cataloged,EV-2026-995,Ramanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF045,FSL Ramanagara,FSL-REPORT-995,Intact Chain of Custody,evidence_995.jpg,Indexed via AI OCR
EVD00996,KSP/DIS004/2026/00996,Video Footage,Key forensic evidence collected for Smuggling by Chikkaballapura Officer 6.,Chikkaballapura Officer 6,2026-01-17,Verified & Cataloged,EV-2026-996,Chikkaballapura Traffic PS Crime Scene,Central Station Locker,OFF061,FSL Chikkaballapura,FSL-REPORT-996,Intact Chain of Custody,evidence_996.jpg,Indexed via AI OCR
EVD00997,KSP/DIS005/2026/00997,Digital Document,Key forensic evidence collected for Extortion by Kolar Officer 7.,Kolar Officer 7,2026-02-18,Verified & Cataloged,EV-2026-997,Kolar Town PS Crime Scene,Central Station Locker,OFF077,FSL Kolar,FSL-REPORT-997,Intact Chain of Custody,evidence_997.jpg,Indexed via AI OCR
EVD00998,KSP/DIS006/2026/00998,Physical Weapon,Key forensic evidence collected for Blackmail by Tumakuru Officer 8.,Tumakuru Officer 8,2026-03-19,Verified & Cataloged,EV-2026-998,Tumakuru Central PS Crime Scene,Central Station Locker,OFF093,FSL Tumakuru,FSL-REPORT-998,Intact Chain of Custody,evidence_998.jpg,Indexed via AI OCR
EVD00999,KSP/DIS007/2026/00999,Video Footage,Key forensic evidence collected for Counterfeit Currency by Shivamogga Officer 9.,Shivamogga Officer 9,2026-04-20,Verified & Cataloged,EV-2026-999,Shivamogga Cyber Crime PS Crime Scene,Central Station Locker,OFF109,FSL Shivamogga,FSL-REPORT-999,Intact Chain of Custody,evidence_999.jpg,Indexed via AI OCR
EVD01000,KSP/DIS008/2026/01000,Digital Document,Key forensic evidence collected for Fake Documents by Chitradurga Officer 10.,Chitradurga Officer 10,2026-05-21,Verified & Cataloged,EV-2026-1000,Chitradurga Traffic PS Crime Scene,Central Station Locker,OFF125,FSL Chitradurga,FSL-REPORT-1000,Intact Chain of Custody,evidence_1000.jpg,Indexed via AI OCR
EVD01001,KSP/DIS009/2026/01001,Physical Weapon,Key forensic evidence collected for Hit and Run by Davanagere Officer 11.,Davanagere Officer 11,2026-06-22,Verified & Cataloged,EV-2026-1001,Davanagere Town PS Crime Scene,Central Station Locker,OFF141,FSL Davanagere,FSL-REPORT-1001,Intact Chain of Custody,evidence_1001.jpg,Indexed via AI OCR
EVD01002,KSP/DIS010/2026/01002,Video Footage,Key forensic evidence collected for Road Accident by Mysuru Officer 12.,Mysuru Officer 12,2026-07-23,Verified & Cataloged,EV-2026-1002,Mysuru Central PS Crime Scene,Central Station Locker,OFF157,FSL Mysuru,FSL-REPORT-1002,Intact Chain of Custody,evidence_1002.jpg,Indexed via AI OCR
EVD01003,KSP/DIS011/2026/01003,Digital Document,Key forensic evidence collected for Fire Incident by Mandya Officer 13.,Mandya Officer 13,2026-08-24,Verified & Cataloged,EV-2026-1003,Mandya Cyber Crime PS Crime Scene,Central Station Locker,OFF173,FSL Mandya,FSL-REPORT-1003,Intact Chain of Custody,evidence_1003.jpg,Indexed via AI OCR
EVD01004,KSP/DIS012/2026/01004,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Hassan Officer 14.,Hassan Officer 14,2026-09-25,Verified & Cataloged,EV-2026-1004,Hassan Traffic PS Crime Scene,Central Station Locker,OFF189,FSL Hassan,FSL-REPORT-1004,Intact Chain of Custody,evidence_1004.jpg,Indexed via AI OCR
EVD01005,KSP/DIS013/2026/01005,Video Footage,Key forensic evidence collected for Suicide Investigation by Chamarajanagara Officer 15.,Chamarajanagara Officer 15,2026-10-26,Verified & Cataloged,EV-2026-1005,Chamarajanagara Town PS Crime Scene,Central Station Locker,OFF205,FSL Chamarajanagara,FSL-REPORT-1005,Intact Chain of Custody,evidence_1005.jpg,Indexed via AI OCR
EVD01006,KSP/DIS014/2026/01006,Digital Document,Key forensic evidence collected for Property Disputes by Kodagu Officer 1.,Kodagu Officer 1,2026-11-27,Verified & Cataloged,EV-2026-1006,Kodagu Central PS Crime Scene,Central Station Locker,OFF206,FSL Kodagu,FSL-REPORT-1006,Intact Chain of Custody,evidence_1006.jpg,Indexed via AI OCR
EVD01007,KSP/DIS015/2026/01007,Physical Weapon,Key forensic evidence collected for Public Disturbance by Dakshina Kannada (Mangaluru) Officer 2.,Dakshina Kannada (Mangaluru) Officer 2,2026-12-28,Verified & Cataloged,EV-2026-1007,Dakshina Kannada (Mangaluru) Cyber Crime PS Crime Scene,Central Station Locker,OFF222,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-1007,Intact Chain of Custody,evidence_1007.jpg,Indexed via AI OCR
EVD01008,KSP/DIS016/2026/01008,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Udupi Officer 3.,Udupi Officer 3,2026-01-01,Verified & Cataloged,EV-2026-1008,Udupi Traffic PS Crime Scene,Central Station Locker,OFF238,FSL Udupi,FSL-REPORT-1008,Intact Chain of Custody,evidence_1008.jpg,Indexed via AI OCR
EVD01009,KSP/DIS017/2026/01009,Digital Document,Key forensic evidence collected for Murder by Uttara Kannada (Karwar) Officer 4.,Uttara Kannada (Karwar) Officer 4,2026-02-02,Verified & Cataloged,EV-2026-1009,Uttara Kannada (Karwar) Town PS Crime Scene,Central Station Locker,OFF254,FSL Uttara Kannada (Karwar),FSL-REPORT-1009,Intact Chain of Custody,evidence_1009.jpg,Indexed via AI OCR
EVD01010,KSP/DIS018/2026/01010,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Belagavi Officer 5.,Belagavi Officer 5,2026-03-03,Verified & Cataloged,EV-2026-1010,Belagavi Central PS Crime Scene,Central Station Locker,OFF270,FSL Belagavi,FSL-REPORT-1010,Intact Chain of Custody,evidence_1010.jpg,Indexed via AI OCR
EVD01011,KSP/DIS019/2026/01011,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Dharwad Officer 6.,Dharwad Officer 6,2026-04-04,Verified & Cataloged,EV-2026-1011,Dharwad Cyber Crime PS Crime Scene,Central Station Locker,OFF286,FSL Dharwad,FSL-REPORT-1011,Intact Chain of Custody,evidence_1011.jpg,Indexed via AI OCR
EVD01012,KSP/DIS020/2026/01012,Digital Document,Key forensic evidence collected for Kidnapping by Hubballi City Officer 7.,Hubballi City Officer 7,2026-05-05,Verified & Cataloged,EV-2026-1012,Hubballi City Traffic PS Crime Scene,Central Station Locker,OFF302,FSL Hubballi City,FSL-REPORT-1012,Intact Chain of Custody,evidence_1012.jpg,Indexed via AI OCR
EVD01013,KSP/DIS021/2026/01013,Physical Weapon,Key forensic evidence collected for Missing Person by Gadag Officer 8.,Gadag Officer 8,2026-06-06,Verified & Cataloged,EV-2026-1013,Gadag Town PS Crime Scene,Central Station Locker,OFF318,FSL Gadag,FSL-REPORT-1013,Intact Chain of Custody,evidence_1013.jpg,Indexed via AI OCR
EVD01014,KSP/DIS022/2026/01014,Video Footage,Key forensic evidence collected for Theft by Haveri Officer 9.,Haveri Officer 9,2026-07-07,Verified & Cataloged,EV-2026-1014,Haveri Central PS Crime Scene,Central Station Locker,OFF334,FSL Haveri,FSL-REPORT-1014,Intact Chain of Custody,evidence_1014.jpg,Indexed via AI OCR
EVD01015,KSP/DIS023/2026/01015,Digital Document,Key forensic evidence collected for Vehicle Theft by Vijayapura Officer 10.,Vijayapura Officer 10,2026-08-08,Verified & Cataloged,EV-2026-1015,Vijayapura Cyber Crime PS Crime Scene,Central Station Locker,OFF350,FSL Vijayapura,FSL-REPORT-1015,Intact Chain of Custody,evidence_1015.jpg,Indexed via AI OCR
EVD01016,KSP/DIS024/2026/01016,Physical Weapon,Key forensic evidence collected for Burglary by Bagalkote Officer 11.,Bagalkote Officer 11,2026-09-09,Verified & Cataloged,EV-2026-1016,Bagalkote Traffic PS Crime Scene,Central Station Locker,OFF366,FSL Bagalkote,FSL-REPORT-1016,Intact Chain of Custody,evidence_1016.jpg,Indexed via AI OCR
EVD01017,KSP/DIS025/2026/01017,Video Footage,Key forensic evidence collected for Robbery by Kalaburagi Officer 12.,Kalaburagi Officer 12,2026-10-10,Verified & Cataloged,EV-2026-1017,Kalaburagi Town PS Crime Scene,Central Station Locker,OFF382,FSL Kalaburagi,FSL-REPORT-1017,Intact Chain of Custody,evidence_1017.jpg,Indexed via AI OCR
EVD01018,KSP/DIS026/2026/01018,Digital Document,Key forensic evidence collected for Chain Snatching by Bidar Officer 13.,Bidar Officer 13,2026-11-11,Verified & Cataloged,EV-2026-1018,Bidar Central PS Crime Scene,Central Station Locker,OFF398,FSL Bidar,FSL-REPORT-1018,Intact Chain of Custody,evidence_1018.jpg,Indexed via AI OCR
EVD01019,KSP/DIS027/2026/01019,Physical Weapon,Key forensic evidence collected for Cyber Crime by Raichur Officer 14.,Raichur Officer 14,2026-12-12,Verified & Cataloged,EV-2026-1019,Raichur Cyber Crime PS Crime Scene,Central Station Locker,OFF414,FSL Raichur,FSL-REPORT-1019,Intact Chain of Custody,evidence_1019.jpg,Indexed via AI OCR
EVD01020,KSP/DIS028/2026/01020,Video Footage,Key forensic evidence collected for UPI Fraud by Koppal Officer 15.,Koppal Officer 15,2026-01-13,Verified & Cataloged,EV-2026-1020,Koppal Traffic PS Crime Scene,Central Station Locker,OFF430,FSL Koppal,FSL-REPORT-1020,Intact Chain of Custody,evidence_1020.jpg,Indexed via AI OCR
EVD01021,KSP/DIS029/2026/01021,Digital Document,Key forensic evidence collected for Online Banking Fraud by Yadgir Officer 1.,Yadgir Officer 1,2026-02-14,Verified & Cataloged,EV-2026-1021,Yadgir Town PS Crime Scene,Central Station Locker,OFF431,FSL Yadgir,FSL-REPORT-1021,Intact Chain of Custody,evidence_1021.jpg,Indexed via AI OCR
EVD01022,KSP/DIS030/2026/01022,Physical Weapon,Key forensic evidence collected for Identity Theft by Ballari Officer 2.,Ballari Officer 2,2026-03-15,Verified & Cataloged,EV-2026-1022,Ballari Central PS Crime Scene,Central Station Locker,OFF447,FSL Ballari,FSL-REPORT-1022,Intact Chain of Custody,evidence_1022.jpg,Indexed via AI OCR
EVD01023,KSP/DIS031/2026/01023,Video Footage,Key forensic evidence collected for ATM Fraud by Vijayanagara (Hospete) Officer 3.,Vijayanagara (Hospete) Officer 3,2026-04-16,Verified & Cataloged,EV-2026-1023,Vijayanagara (Hospete) Cyber Crime PS Crime Scene,Central Station Locker,OFF463,FSL Vijayanagara (Hospete),FSL-REPORT-1023,Intact Chain of Custody,evidence_1023.jpg,Indexed via AI OCR
EVD01024,KSP/DIS001/2026/01024,Digital Document,Key forensic evidence collected for Rape by Bengaluru Urban Officer 10.,Bengaluru Urban Officer 10,2026-05-17,Verified & Cataloged,EV-2026-1024,Indiranagar Police Station Crime Scene,Central Station Locker,OFF020,FSL Bengaluru Urban,FSL-REPORT-1024,Intact Chain of Custody,evidence_1024.jpg,Indexed via AI OCR
EVD01025,KSP/DIS002/2026/01025,Physical Weapon,Key forensic evidence collected for Sexual Assault by Bengaluru Rural Officer 5.,Bengaluru Rural Officer 5,2026-06-18,Verified & Cataloged,EV-2026-1025,Bengaluru Rural Town PS Crime Scene,Central Station Locker,OFF030,FSL Bengaluru Rural,FSL-REPORT-1025,Intact Chain of Custody,evidence_1025.jpg,Indexed via AI OCR
EVD01026,KSP/DIS003/2026/01026,Video Footage,Key forensic evidence collected for POCSO by Ramanagara Officer 6.,Ramanagara Officer 6,2026-07-19,Verified & Cataloged,EV-2026-1026,Ramanagara Central PS Crime Scene,Central Station Locker,OFF046,FSL Ramanagara,FSL-REPORT-1026,Intact Chain of Custody,evidence_1026.jpg,Indexed via AI OCR
EVD01027,KSP/DIS004/2026/01027,Digital Document,Key forensic evidence collected for Domestic Violence by Chikkaballapura Officer 7.,Chikkaballapura Officer 7,2026-08-20,Verified & Cataloged,EV-2026-1027,Chikkaballapura Cyber Crime PS Crime Scene,Central Station Locker,OFF062,FSL Chikkaballapura,FSL-REPORT-1027,Intact Chain of Custody,evidence_1027.jpg,Indexed via AI OCR
EVD01028,KSP/DIS005/2026/01028,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Kolar Officer 8.,Kolar Officer 8,2026-09-21,Verified & Cataloged,EV-2026-1028,Kolar Traffic PS Crime Scene,Central Station Locker,OFF078,FSL Kolar,FSL-REPORT-1028,Intact Chain of Custody,evidence_1028.jpg,Indexed via AI OCR
EVD01029,KSP/DIS006/2026/01029,Video Footage,Key forensic evidence collected for Drug Trafficking by Tumakuru Officer 9.,Tumakuru Officer 9,2026-10-22,Verified & Cataloged,EV-2026-1029,Tumakuru Town PS Crime Scene,Central Station Locker,OFF094,FSL Tumakuru,FSL-REPORT-1029,Intact Chain of Custody,evidence_1029.jpg,Indexed via AI OCR
EVD01030,KSP/DIS007/2026/01030,Digital Document,Key forensic evidence collected for Human Trafficking by Shivamogga Officer 10.,Shivamogga Officer 10,2026-11-23,Verified & Cataloged,EV-2026-1030,Shivamogga Central PS Crime Scene,Central Station Locker,OFF110,FSL Shivamogga,FSL-REPORT-1030,Intact Chain of Custody,evidence_1030.jpg,Indexed via AI OCR
EVD01031,KSP/DIS008/2026/01031,Physical Weapon,Key forensic evidence collected for Gambling by Chitradurga Officer 11.,Chitradurga Officer 11,2026-12-24,Verified & Cataloged,EV-2026-1031,Chitradurga Cyber Crime PS Crime Scene,Central Station Locker,OFF126,FSL Chitradurga,FSL-REPORT-1031,Intact Chain of Custody,evidence_1031.jpg,Indexed via AI OCR
EVD01032,KSP/DIS009/2026/01032,Video Footage,Key forensic evidence collected for Wildlife Crime by Davanagere Officer 12.,Davanagere Officer 12,2026-01-25,Verified & Cataloged,EV-2026-1032,Davanagere Traffic PS Crime Scene,Central Station Locker,OFF142,FSL Davanagere,FSL-REPORT-1032,Intact Chain of Custody,evidence_1032.jpg,Indexed via AI OCR
EVD01033,KSP/DIS010/2026/01033,Digital Document,Key forensic evidence collected for Forest Crime by Mysuru Officer 13.,Mysuru Officer 13,2026-02-26,Verified & Cataloged,EV-2026-1033,Mysuru Town PS Crime Scene,Central Station Locker,OFF158,FSL Mysuru,FSL-REPORT-1033,Intact Chain of Custody,evidence_1033.jpg,Indexed via AI OCR
EVD01034,KSP/DIS011/2026/01034,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Mandya Officer 14.,Mandya Officer 14,2026-03-27,Verified & Cataloged,EV-2026-1034,Mandya Central PS Crime Scene,Central Station Locker,OFF174,FSL Mandya,FSL-REPORT-1034,Intact Chain of Custody,evidence_1034.jpg,Indexed via AI OCR
EVD01035,KSP/DIS012/2026/01035,Video Footage,Key forensic evidence collected for Corruption by Hassan Officer 15.,Hassan Officer 15,2026-04-28,Verified & Cataloged,EV-2026-1035,Hassan Cyber Crime PS Crime Scene,Central Station Locker,OFF190,FSL Hassan,FSL-REPORT-1035,Intact Chain of Custody,evidence_1035.jpg,Indexed via AI OCR
