AIAnalysisID,CaseID,CrimePattern,SuspectPrediction,RiskScore,MOType,HotspotLocation,AnalysisDate,Recommendation
AI00734,KSP/DIS021/2026/00734,Organized Crime & Extortion Pattern Cluster #15,No prior criminal record detected,79,Illegal Weapons,Gadag Sector 7,2026-03-07,Deploy Hoysala patrol unit to Gadag Central PS and monitor CCTV feeds.
AI00735,KSP/DIS022/2026/00735,Narcotics & Contraband Pattern Cluster #16,No prior criminal record detected,80,Drug Trafficking,Haveri Sector 8,2026-04-08,Deploy Hoysala patrol unit to Haveri Cyber Crime PS and monitor CCTV feeds.
AI00736,KSP/DIS023/2026/00736,Organized Crime & Extortion Pattern Cluster #17,High match with repeat offender Santosh Gowda,81,Human Trafficking,Vijayapura Sector 1,2026-05-09,Deploy Hoysala patrol unit to Vijayapura Traffic PS and monitor CCTV feeds.
AI00737,KSP/DIS024/2026/00737,Public Disturbance & Miscellaneous Pattern Cluster #18,No prior criminal record detected,82,Gambling,Bagalkote Sector 2,2026-06-10,Deploy Hoysala patrol unit to Bagalkote Town PS and monitor CCTV feeds.
AI00738,KSP/DIS025/2026/00738,Environmental & Forest Crime Pattern Cluster #19,No prior criminal record detected,83,Wildlife Crime,Kalaburagi Sector 3,2026-07-11,Deploy Hoysala patrol unit to Kalaburagi Central PS and monitor CCTV feeds.
AI00739,KSP/DIS026/2026/00739,Environmental & Forest Crime Pattern Cluster #20,No prior criminal record detected,84,Forest Crime,Bidar Sector 4,2026-08-12,Deploy Hoysala patrol unit to Bidar Cyber Crime PS and monitor CCTV feeds.
AI00740,KSP/DIS027/2026/00740,Terror & National Security Pattern Cluster #1,High match with repeat offender Manjunath Sharma,85,Terror Related Activity,Raichur Sector 5,2026-09-13,Deploy Hoysala patrol unit to Raichur Traffic PS and monitor CCTV feeds.
AI00741,KSP/DIS028/2026/00741,Economic & White Collar Offence Pattern Cluster #2,No prior criminal record detected,86,Corruption,Koppal Sector 6,2026-10-14,Deploy Hoysala patrol unit to Koppal Town PS and monitor CCTV feeds.
AI00742,KSP/DIS029/2026/00742,Economic & White Collar Offence Pattern Cluster #3,No prior criminal record detected,87,Economic Offence,Yadgir Sector 7,2026-11-15,Deploy Hoysala patrol unit to Yadgir Central PS and monitor CCTV feeds.
AI00743,KSP/DIS030/2026/00743,Economic & White Collar Offence Pattern Cluster #4,No prior criminal record detected,88,White Collar Crime,Ballari Sector 8,2026-12-16,Deploy Hoysala patrol unit to Ballari Cyber Crime PS and monitor CCTV feeds.
AI00744,KSP/DIS031/2026/00744,Organized Crime & Extortion Pattern Cluster #5,High match with repeat offender Praveen Khan,89,Smuggling,Vijayanagara (Hospete) Sector 1,2026-01-17,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Traffic PS and monitor CCTV feeds.
AI00745,KSP/DIS001/2026/00745,Organized Crime & Extortion Pattern Cluster #6,No prior criminal record detected,90,Extortion,Bengaluru Urban Sector 2,2026-02-18,Deploy Hoysala patrol unit to Indiranagar Police Station and monitor CCTV feeds.
AI00746,KSP/DIS002/2026/00746,Organized Crime & Extortion Pattern Cluster #7,No prior criminal record detected,91,Blackmail,Bengaluru Rural Sector 3,2026-03-19,Deploy Hoysala patrol unit to Bengaluru Rural Central PS and monitor CCTV feeds.
AI00747,KSP/DIS003/2026/00747,Economic & White Collar Offence Pattern Cluster #8,No prior criminal record detected,92,Counterfeit Currency,Ramanagara Sector 4,2026-04-20,Deploy Hoysala patrol unit to Ramanagara Cyber Crime PS and monitor CCTV feeds.
AI00748,KSP/DIS004/2026/00748,Economic & White Collar Offence Pattern Cluster #9,High match with repeat offender Vikas Shetty,93,Fake Documents,Chikkaballapura Sector 5,2026-05-21,Deploy Hoysala patrol unit to Chikkaballapura Traffic PS and monitor CCTV feeds.
AI00749,KSP/DIS005/2026/00749,Traffic & Road Incident Pattern Cluster #10,No prior criminal record detected,94,Hit and Run,Kolar Sector 6,2026-06-22,Deploy Hoysala patrol unit to Kolar Town PS and monitor CCTV feeds.
AI00750,KSP/DIS006/2026/00750,Traffic & Road Incident Pattern Cluster #11,No prior criminal record detected,45,Road Accident,Tumakuru Sector 7,2026-07-23,Deploy Hoysala patrol unit to Tumakuru Central PS and monitor CCTV feeds.
AI00751,KSP/DIS007/2026/00751,Public Disturbance & Miscellaneous Pattern Cluster #12,No prior criminal record detected,46,Fire Incident,Shivamogga Sector 8,2026-08-24,Deploy Hoysala patrol unit to Shivamogga Cyber Crime PS and monitor CCTV feeds.
AI00752,KSP/DIS008/2026/00752,Public Disturbance & Miscellaneous Pattern Cluster #13,High match with repeat offender Rohan Naik,47,Unknown Dead Body,Chitradurga Sector 1,2026-09-25,Deploy Hoysala patrol unit to Chitradurga Traffic PS and monitor CCTV feeds.
AI00753,KSP/DIS009/2026/00753,Public Disturbance & Miscellaneous Pattern Cluster #14,No prior criminal record detected,48,Suicide Investigation,Davanagere Sector 2,2026-10-26,Deploy Hoysala patrol unit to Davanagere Town PS and monitor CCTV feeds.
AI00754,KSP/DIS010/2026/00754,Public Disturbance & Miscellaneous Pattern Cluster #15,No prior criminal record detected,49,Property Disputes,Mysuru Sector 3,2026-11-27,Deploy Hoysala patrol unit to Mysuru Central PS and monitor CCTV feeds.
AI00755,KSP/DIS011/2026/00755,Public Disturbance & Miscellaneous Pattern Cluster #16,No prior criminal record detected,50,Public Disturbance,Mandya Sector 4,2026-12-28,Deploy Hoysala patrol unit to Mandya Cyber Crime PS and monitor CCTV feeds.
AI00756,KSP/DIS012/2026/00756,Narcotics & Contraband Pattern Cluster #17,High match with repeat offender Santosh Kumar,51,Synthetic Drugs (MDMA),Hassan Sector 5,2026-01-01,Deploy Hoysala patrol unit to Hassan Traffic PS and monitor CCTV feeds.
AI00757,KSP/DIS013/2026/00757,Violent Crime Pattern Cluster #18,No prior criminal record detected,52,Murder,Chamarajanagara Sector 6,2026-02-02,Deploy Hoysala patrol unit to Chamarajanagara Town PS and monitor CCTV feeds.
AI00758,KSP/DIS014/2026/00758,Violent Crime Pattern Cluster #19,No prior criminal record detected,53,Attempt to Murder,Kodagu Sector 7,2026-03-03,Deploy Hoysala patrol unit to Kodagu Central PS and monitor CCTV feeds.
AI00759,KSP/DIS015/2026/00759,Violent Crime Pattern Cluster #20,No prior criminal record detected,54,Assault & Grievous Hurt,Dakshina Kannada (Mangaluru) Sector 8,2026-04-04,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Cyber Crime PS and monitor CCTV feeds.
AI00760,KSP/DIS016/2026/00760,Violent Crime Pattern Cluster #1,High match with repeat offender Manjunath Verma,55,Kidnapping,Udupi Sector 1,2026-05-05,Deploy Hoysala patrol unit to Udupi Traffic PS and monitor CCTV feeds.
AI00761,KSP/DIS017/2026/00761,Violent Crime Pattern Cluster #2,No prior criminal record detected,56,Missing Person,Uttara Kannada (Karwar) Sector 2,2026-06-06,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Town PS and monitor CCTV feeds.
AI00762,KSP/DIS018/2026/00762,Property Crime Pattern Cluster #3,No prior criminal record detected,57,Theft,Belagavi Sector 3,2026-07-07,Deploy Hoysala patrol unit to Belagavi Central PS and monitor CCTV feeds.
AI00763,KSP/DIS019/2026/00763,Vehicle Theft Pattern Cluster #4,No prior criminal record detected,58,Vehicle Theft,Dharwad Sector 4,2026-08-08,Deploy Hoysala patrol unit to Dharwad Cyber Crime PS and monitor CCTV feeds.
AI00764,KSP/DIS020/2026/00764,Property Crime Pattern Cluster #5,High match with repeat offender Praveen Kulkarni,59,Burglary,Hubballi City Sector 5,2026-09-09,Deploy Hoysala patrol unit to Hubballi City Traffic PS and monitor CCTV feeds.
AI00765,KSP/DIS021/2026/00765,Property Crime Pattern Cluster #6,No prior criminal record detected,60,Robbery,Gadag Sector 6,2026-10-10,Deploy Hoysala patrol unit to Gadag Town PS and monitor CCTV feeds.
AI00766,KSP/DIS022/2026/00766,Property Crime Pattern Cluster #7,No prior criminal record detected,61,Chain Snatching,Haveri Sector 7,2026-11-11,Deploy Hoysala patrol unit to Haveri Central PS and monitor CCTV feeds.
AI00767,KSP/DIS023/2026/00767,Cyber Crime & Online Fraud Pattern Cluster #8,No prior criminal record detected,62,Cyber Crime,Vijayapura Sector 8,2026-12-12,Deploy Hoysala patrol unit to Vijayapura Cyber Crime PS and monitor CCTV feeds.
AI00768,KSP/DIS024/2026/00768,Cyber Crime & Online Fraud Pattern Cluster #9,High match with repeat offender Vikas Deshmukh,63,UPI Fraud,Bagalkote Sector 1,2026-01-13,Deploy Hoysala patrol unit to Bagalkote Traffic PS and monitor CCTV feeds.
AI00769,KSP/DIS025/2026/00769,Cyber Crime & Online Fraud Pattern Cluster #10,No prior criminal record detected,64,Online Banking Fraud,Kalaburagi Sector 2,2026-02-14,Deploy Hoysala patrol unit to Kalaburagi Town PS and monitor CCTV feeds.
AI00770,KSP/DIS026/2026/00770,Cyber Crime & Online Fraud Pattern Cluster #11,No prior criminal record detected,65,Identity Theft,Bidar Sector 3,2026-03-15,Deploy Hoysala patrol unit to Bidar Central PS and monitor CCTV feeds.
AI00771,KSP/DIS027/2026/00771,Cyber Crime & Online Fraud Pattern Cluster #12,No prior criminal record detected,66,ATM Fraud,Raichur Sector 4,2026-04-16,Deploy Hoysala patrol unit to Raichur Cyber Crime PS and monitor CCTV feeds.
AI00772,KSP/DIS028/2026/00772,Crime Against Women & Children Pattern Cluster #13,High match with repeat offender Rohan Gowda,67,Rape,Koppal Sector 5,2026-05-17,Deploy Hoysala patrol unit to Koppal Traffic PS and monitor CCTV feeds.
AI00773,KSP/DIS029/2026/00773,Crime Against Women & Children Pattern Cluster #14,No prior criminal record detected,68,Sexual Assault,Yadgir Sector 6,2026-06-18,Deploy Hoysala patrol unit to Yadgir Town PS and monitor CCTV feeds.
AI00774,KSP/DIS030/2026/00774,Crime Against Women & Children Pattern Cluster #15,No prior criminal record detected,69,POCSO,Ballari Sector 7,2026-07-19,Deploy Hoysala patrol unit to Ballari Central PS and monitor CCTV feeds.
AI00775,KSP/DIS031/2026/00775,Crime Against Women & Children Pattern Cluster #16,No prior criminal record detected,70,Domestic Violence,Vijayanagara (Hospete) Sector 8,2026-08-20,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Cyber Crime PS and monitor CCTV feeds.
AI00776,KSP/DIS001/2026/00776,Organized Crime & Extortion Pattern Cluster #17,High match with repeat offender Santosh Sharma,71,Illegal Weapons,Bengaluru Urban Sector 1,2026-09-21,Deploy Hoysala patrol unit to Bengaluru Urban Central PS and monitor CCTV feeds.
AI00777,KSP/DIS002/2026/00777,Narcotics & Contraband Pattern Cluster #18,No prior criminal record detected,72,Drug Trafficking,Bengaluru Rural Sector 2,2026-10-22,Deploy Hoysala patrol unit to Bengaluru Rural Town PS and monitor CCTV feeds.
AI00778,KSP/DIS003/2026/00778,Organized Crime & Extortion Pattern Cluster #19,No prior criminal record detected,73,Human Trafficking,Ramanagara Sector 3,2026-11-23,Deploy Hoysala patrol unit to Ramanagara Central PS and monitor CCTV feeds.
AI00779,KSP/DIS004/2026/00779,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,74,Gambling,Chikkaballapura Sector 4,2026-12-24,Deploy Hoysala patrol unit to Chikkaballapura Cyber Crime PS and monitor CCTV feeds.
AI00780,KSP/DIS005/2026/00780,Environmental & Forest Crime Pattern Cluster #1,High match with repeat offender Manjunath Khan,75,Wildlife Crime,Kolar Sector 5,2026-01-25,Deploy Hoysala patrol unit to Kolar Traffic PS and monitor CCTV feeds.
AI00781,KSP/DIS006/2026/00781,Environmental & Forest Crime Pattern Cluster #2,No prior criminal record detected,76,Forest Crime,Tumakuru Sector 6,2026-02-26,Deploy Hoysala patrol unit to Tumakuru Town PS and monitor CCTV feeds.
AI00782,KSP/DIS007/2026/00782,Terror & National Security Pattern Cluster #3,No prior criminal record detected,77,Terror Related Activity,Shivamogga Sector 7,2026-03-27,Deploy Hoysala patrol unit to Shivamogga Central PS and monitor CCTV feeds.
AI00783,KSP/DIS008/2026/00783,Economic & White Collar Offence Pattern Cluster #4,No prior criminal record detected,78,Corruption,Chitradurga Sector 8,2026-04-28,Deploy Hoysala patrol unit to Chitradurga Cyber Crime PS and monitor CCTV feeds.
AI00784,KSP/DIS009/2026/00784,Economic & White Collar Offence Pattern Cluster #5,High match with repeat offender Praveen Shetty,79,Economic Offence,Davanagere Sector 1,2026-05-01,Deploy Hoysala patrol unit to Davanagere Traffic PS and monitor CCTV feeds.
AI00785,KSP/DIS010/2026/00785,Economic & White Collar Offence Pattern Cluster #6,No prior criminal record detected,80,White Collar Crime,Mysuru Sector 2,2026-06-02,Deploy Hoysala patrol unit to Mysuru Town PS and monitor CCTV feeds.
AI00786,KSP/DIS011/2026/00786,Organized Crime & Extortion Pattern Cluster #7,No prior criminal record detected,81,Smuggling,Mandya Sector 3,2026-07-03,Deploy Hoysala patrol unit to Mandya Central PS and monitor CCTV feeds.
AI00787,KSP/DIS012/2026/00787,Organized Crime & Extortion Pattern Cluster #8,No prior criminal record detected,82,Extortion,Hassan Sector 4,2026-08-04,Deploy Hoysala patrol unit to Hassan Cyber Crime PS and monitor CCTV feeds.
AI00788,KSP/DIS013/2026/00788,Organized Crime & Extortion Pattern Cluster #9,High match with repeat offender Vikas Naik,83,Blackmail,Chamarajanagara Sector 5,2026-09-05,Deploy Hoysala patrol unit to Chamarajanagara Traffic PS and monitor CCTV feeds.
AI00789,KSP/DIS014/2026/00789,Economic & White Collar Offence Pattern Cluster #10,No prior criminal record detected,84,Counterfeit Currency,Kodagu Sector 6,2026-10-06,Deploy Hoysala patrol unit to Kodagu Town PS and monitor CCTV feeds.
AI00790,KSP/DIS015/2026/00790,Economic & White Collar Offence Pattern Cluster #11,No prior criminal record detected,85,Fake Documents,Dakshina Kannada (Mangaluru) Sector 7,2026-11-07,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Central PS and monitor CCTV feeds.
AI00791,KSP/DIS016/2026/00791,Traffic & Road Incident Pattern Cluster #12,No prior criminal record detected,86,Hit and Run,Udupi Sector 8,2026-12-08,Deploy Hoysala patrol unit to Udupi Cyber Crime PS and monitor CCTV feeds.
AI00792,KSP/DIS017/2026/00792,Traffic & Road Incident Pattern Cluster #13,High match with repeat offender Rohan Kumar,87,Road Accident,Uttara Kannada (Karwar) Sector 1,2026-01-09,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Traffic PS and monitor CCTV feeds.
AI00793,KSP/DIS018/2026/00793,Public Disturbance & Miscellaneous Pattern Cluster #14,No prior criminal record detected,88,Fire Incident,Belagavi Sector 2,2026-02-10,Deploy Hoysala patrol unit to Belagavi Town PS and monitor CCTV feeds.
AI00794,KSP/DIS019/2026/00794,Public Disturbance & Miscellaneous Pattern Cluster #15,No prior criminal record detected,89,Unknown Dead Body,Dharwad Sector 3,2026-03-11,Deploy Hoysala patrol unit to Dharwad Central PS and monitor CCTV feeds.
AI00795,KSP/DIS020/2026/00795,Public Disturbance & Miscellaneous Pattern Cluster #16,No prior criminal record detected,90,Suicide Investigation,Hubballi City Sector 4,2026-04-12,Deploy Hoysala patrol unit to Hubballi City Cyber Crime PS and monitor CCTV feeds.
AI00796,KSP/DIS021/2026/00796,Public Disturbance & Miscellaneous Pattern Cluster #17,High match with repeat offender Santosh Verma,91,Property Disputes,Gadag Sector 5,2026-05-13,Deploy Hoysala patrol unit to Gadag Traffic PS and monitor CCTV feeds.
AI00797,KSP/DIS022/2026/00797,Public Disturbance & Miscellaneous Pattern Cluster #18,No prior criminal record detected,92,Public Disturbance,Haveri Sector 6,2026-06-14,Deploy Hoysala patrol unit to Haveri Town PS and monitor CCTV feeds.
AI00798,KSP/DIS023/2026/00798,Narcotics & Contraband Pattern Cluster #19,No prior criminal record detected,93,Synthetic Drugs (MDMA),Vijayapura Sector 7,2026-07-15,Deploy Hoysala patrol unit to Vijayapura Central PS and monitor CCTV feeds.
AI00799,KSP/DIS024/2026/00799,Violent Crime Pattern Cluster #20,No prior criminal record detected,94,Murder,Bagalkote Sector 8,2026-08-16,Deploy Hoysala patrol unit to Bagalkote Cyber Crime PS and monitor CCTV feeds.
AI00800,KSP/DIS025/2026/00800,Violent Crime Pattern Cluster #1,High match with repeat offender Manjunath Kulkarni,45,Attempt to Murder,Kalaburagi Sector 1,2026-09-17,Deploy Hoysala patrol unit to Kalaburagi Traffic PS and monitor CCTV feeds.
AI00801,KSP/DIS026/2026/00801,Violent Crime Pattern Cluster #2,No prior criminal record detected,46,Assault & Grievous Hurt,Bidar Sector 2,2026-10-18,Deploy Hoysala patrol unit to Bidar Town PS and monitor CCTV feeds.
AI00802,KSP/DIS027/2026/00802,Violent Crime Pattern Cluster #3,No prior criminal record detected,47,Kidnapping,Raichur Sector 3,2026-11-19,Deploy Hoysala patrol unit to Raichur Central PS and monitor CCTV feeds.
AI00803,KSP/DIS028/2026/00803,Violent Crime Pattern Cluster #4,No prior criminal record detected,48,Missing Person,Koppal Sector 4,2026-12-20,Deploy Hoysala patrol unit to Koppal Cyber Crime PS and monitor CCTV feeds.
AI00804,KSP/DIS029/2026/00804,Property Crime Pattern Cluster #5,High match with repeat offender Praveen Deshmukh,49,Theft,Yadgir Sector 5,2026-01-21,Deploy Hoysala patrol unit to Yadgir Traffic PS and monitor CCTV feeds.
AI00805,KSP/DIS030/2026/00805,Vehicle Theft Pattern Cluster #6,No prior criminal record detected,50,Vehicle Theft,Ballari Sector 6,2026-02-22,Deploy Hoysala patrol unit to Ballari Town PS and monitor CCTV feeds.
AI00806,KSP/DIS031/2026/00806,Property Crime Pattern Cluster #7,No prior criminal record detected,51,Burglary,Vijayanagara (Hospete) Sector 7,2026-03-23,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Central PS and monitor CCTV feeds.
AI00807,KSP/DIS001/2026/00807,Property Crime Pattern Cluster #8,No prior criminal record detected,52,Robbery,Bengaluru Urban Sector 8,2026-04-24,Deploy Hoysala patrol unit to Whitefield Police Station and monitor CCTV feeds.
AI00808,KSP/DIS002/2026/00808,Property Crime Pattern Cluster #9,High match with repeat offender Vikas Gowda,53,Chain Snatching,Bengaluru Rural Sector 1,2026-05-25,Deploy Hoysala patrol unit to Bengaluru Rural Traffic PS and monitor CCTV feeds.
AI00809,KSP/DIS003/2026/00809,Cyber Crime & Online Fraud Pattern Cluster #10,No prior criminal record detected,54,Cyber Crime,Ramanagara Sector 2,2026-06-26,Deploy Hoysala patrol unit to Ramanagara Town PS and monitor CCTV feeds.
AI00810,KSP/DIS004/2026/00810,Cyber Crime & Online Fraud Pattern Cluster #11,No prior criminal record detected,55,UPI Fraud,Chikkaballapura Sector 3,2026-07-27,Deploy Hoysala patrol unit to Chikkaballapura Central PS and monitor CCTV feeds.
AI00811,KSP/DIS005/2026/00811,Cyber Crime & Online Fraud Pattern Cluster #12,No prior criminal record detected,56,Online Banking Fraud,Kolar Sector 4,2026-08-28,Deploy Hoysala patrol unit to Kolar Cyber Crime PS and monitor CCTV feeds.
AI00812,KSP/DIS006/2026/00812,Cyber Crime & Online Fraud Pattern Cluster #13,High match with repeat offender Rohan Sharma,57,Identity Theft,Tumakuru Sector 5,2026-09-01,Deploy Hoysala patrol unit to Tumakuru Traffic PS and monitor CCTV feeds.
AI00813,KSP/DIS007/2026/00813,Cyber Crime & Online Fraud Pattern Cluster #14,No prior criminal record detected,58,ATM Fraud,Shivamogga Sector 6,2026-10-02,Deploy Hoysala patrol unit to Shivamogga Town PS and monitor CCTV feeds.
AI00814,KSP/DIS008/2026/00814,Crime Against Women & Children Pattern Cluster #15,No prior criminal record detected,59,Rape,Chitradurga Sector 7,2026-11-03,Deploy Hoysala patrol unit to Chitradurga Central PS and monitor CCTV feeds.
AI00815,KSP/DIS009/2026/00815,Crime Against Women & Children Pattern Cluster #16,No prior criminal record detected,60,Sexual Assault,Davanagere Sector 8,2026-12-04,Deploy Hoysala patrol unit to Davanagere Cyber Crime PS and monitor CCTV feeds.
AI00816,KSP/DIS010/2026/00816,Crime Against Women & Children Pattern Cluster #17,High match with repeat offender Santosh Khan,61,POCSO,Mysuru Sector 1,2026-01-05,Deploy Hoysala patrol unit to Mysuru Traffic PS and monitor CCTV feeds.
AI00817,KSP/DIS011/2026/00817,Crime Against Women & Children Pattern Cluster #18,No prior criminal record detected,62,Domestic Violence,Mandya Sector 2,2026-02-06,Deploy Hoysala patrol unit to Mandya Town PS and monitor CCTV feeds.
AI00818,KSP/DIS012/2026/00818,Organized Crime & Extortion Pattern Cluster #19,No prior criminal record detected,63,Illegal Weapons,Hassan Sector 3,2026-03-07,Deploy Hoysala patrol unit to Hassan Central PS and monitor CCTV feeds.
AI00819,KSP/DIS013/2026/00819,Narcotics & Contraband Pattern Cluster #20,No prior criminal record detected,64,Drug Trafficking,Chamarajanagara Sector 4,2026-04-08,Deploy Hoysala patrol unit to Chamarajanagara Cyber Crime PS and monitor CCTV feeds.
AI00820,KSP/DIS014/2026/00820,Organized Crime & Extortion Pattern Cluster #1,High match with repeat offender Manjunath Shetty,65,Human Trafficking,Kodagu Sector 5,2026-05-09,Deploy Hoysala patrol unit to Kodagu Traffic PS and monitor CCTV feeds.
AI00821,KSP/DIS015/2026/00821,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,66,Gambling,Dakshina Kannada (Mangaluru) Sector 6,2026-06-10,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Town PS and monitor CCTV feeds.
AI00822,KSP/DIS016/2026/00822,Environmental & Forest Crime Pattern Cluster #3,No prior criminal record detected,67,Wildlife Crime,Udupi Sector 7,2026-07-11,Deploy Hoysala patrol unit to Udupi Central PS and monitor CCTV feeds.
AI00823,KSP/DIS017/2026/00823,Environmental & Forest Crime Pattern Cluster #4,No prior criminal record detected,68,Forest Crime,Uttara Kannada (Karwar) Sector 8,2026-08-12,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Cyber Crime PS and monitor CCTV feeds.
AI00824,KSP/DIS018/2026/00824,Terror & National Security Pattern Cluster #5,High match with repeat offender Praveen Naik,69,Terror Related Activity,Belagavi Sector 1,2026-09-13,Deploy Hoysala patrol unit to Belagavi Traffic PS and monitor CCTV feeds.
AI00825,KSP/DIS019/2026/00825,Economic & White Collar Offence Pattern Cluster #6,No prior criminal record detected,70,Corruption,Dharwad Sector 2,2026-10-14,Deploy Hoysala patrol unit to Dharwad Town PS and monitor CCTV feeds.
AI00826,KSP/DIS020/2026/00826,Economic & White Collar Offence Pattern Cluster #7,No prior criminal record detected,71,Economic Offence,Hubballi City Sector 3,2026-11-15,Deploy Hoysala patrol unit to Hubballi City Central PS and monitor CCTV feeds.
AI00827,KSP/DIS021/2026/00827,Economic & White Collar Offence Pattern Cluster #8,No prior criminal record detected,72,White Collar Crime,Gadag Sector 4,2026-12-16,Deploy Hoysala patrol unit to Gadag Cyber Crime PS and monitor CCTV feeds.
AI00828,KSP/DIS022/2026/00828,Organized Crime & Extortion Pattern Cluster #9,High match with repeat offender Vikas Kumar,73,Smuggling,Haveri Sector 5,2026-01-17,Deploy Hoysala patrol unit to Haveri Traffic PS and monitor CCTV feeds.
AI00829,KSP/DIS023/2026/00829,Organized Crime & Extortion Pattern Cluster #10,No prior criminal record detected,74,Extortion,Vijayapura Sector 6,2026-02-18,Deploy Hoysala patrol unit to Vijayapura Town PS and monitor CCTV feeds.
AI00830,KSP/DIS024/2026/00830,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,75,Blackmail,Bagalkote Sector 7,2026-03-19,Deploy Hoysala patrol unit to Bagalkote Central PS and monitor CCTV feeds.
AI00831,KSP/DIS025/2026/00831,Economic & White Collar Offence Pattern Cluster #12,No prior criminal record detected,76,Counterfeit Currency,Kalaburagi Sector 8,2026-04-20,Deploy Hoysala patrol unit to Kalaburagi Cyber Crime PS and monitor CCTV feeds.
AI00832,KSP/DIS026/2026/00832,Economic & White Collar Offence Pattern Cluster #13,High match with repeat offender Rohan Verma,77,Fake Documents,Bidar Sector 1,2026-05-21,Deploy Hoysala patrol unit to Bidar Traffic PS and monitor CCTV feeds.
AI00833,KSP/DIS027/2026/00833,Traffic & Road Incident Pattern Cluster #14,No prior criminal record detected,78,Hit and Run,Raichur Sector 2,2026-06-22,Deploy Hoysala patrol unit to Raichur Town PS and monitor CCTV feeds.
AI00834,KSP/DIS028/2026/00834,Traffic & Road Incident Pattern Cluster #15,No prior criminal record detected,79,Road Accident,Koppal Sector 3,2026-07-23,Deploy Hoysala patrol unit to Koppal Central PS and monitor CCTV feeds.
AI00835,KSP/DIS029/2026/00835,Public Disturbance & Miscellaneous Pattern Cluster #16,No prior criminal record detected,80,Fire Incident,Yadgir Sector 4,2026-08-24,Deploy Hoysala patrol unit to Yadgir Cyber Crime PS and monitor CCTV feeds.
AI00836,KSP/DIS030/2026/00836,Public Disturbance & Miscellaneous Pattern Cluster #17,High match with repeat offender Santosh Kulkarni,81,Unknown Dead Body,Ballari Sector 5,2026-09-25,Deploy Hoysala patrol unit to Ballari Traffic PS and monitor CCTV feeds.
AI00837,KSP/DIS031/2026/00837,Public Disturbance & Miscellaneous Pattern Cluster #18,No prior criminal record detected,82,Suicide Investigation,Vijayanagara (Hospete) Sector 6,2026-10-26,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Town PS and monitor CCTV feeds.
AI00838,KSP/DIS001/2026/00838,Public Disturbance & Miscellaneous Pattern Cluster #19,No prior criminal record detected,83,Property Disputes,Bengaluru Urban Sector 7,2026-11-27,Deploy Hoysala patrol unit to Bengaluru Urban Town PS and monitor CCTV feeds.
AI00839,KSP/DIS002/2026/00839,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,84,Public Disturbance,Bengaluru Rural Sector 8,2026-12-28,Deploy Hoysala patrol unit to Bengaluru Rural Cyber Crime PS and monitor CCTV feeds.
AI00840,KSP/DIS003/2026/00840,Narcotics & Contraband Pattern Cluster #1,High match with repeat offender Manjunath Deshmukh,85,Synthetic Drugs (MDMA),Ramanagara Sector 1,2026-01-01,Deploy Hoysala patrol unit to Ramanagara Traffic PS and monitor CCTV feeds.
AI00841,KSP/DIS004/2026/00841,Violent Crime Pattern Cluster #2,No prior criminal record detected,86,Murder,Chikkaballapura Sector 2,2026-02-02,Deploy Hoysala patrol unit to Chikkaballapura Town PS and monitor CCTV feeds.
AI00842,KSP/DIS005/2026/00842,Violent Crime Pattern Cluster #3,No prior criminal record detected,87,Attempt to Murder,Kolar Sector 3,2026-03-03,Deploy Hoysala patrol unit to Kolar Central PS and monitor CCTV feeds.
AI00843,KSP/DIS006/2026/00843,Violent Crime Pattern Cluster #4,No prior criminal record detected,88,Assault & Grievous Hurt,Tumakuru Sector 4,2026-04-04,Deploy Hoysala patrol unit to Tumakuru Cyber Crime PS and monitor CCTV feeds.
AI00844,KSP/DIS007/2026/00844,Violent Crime Pattern Cluster #5,High match with repeat offender Praveen Gowda,89,Kidnapping,Shivamogga Sector 5,2026-05-05,Deploy Hoysala patrol unit to Shivamogga Traffic PS and monitor CCTV feeds.
AI00845,KSP/DIS008/2026/00845,Violent Crime Pattern Cluster #6,No prior criminal record detected,90,Missing Person,Chitradurga Sector 6,2026-06-06,Deploy Hoysala patrol unit to Chitradurga Town PS and monitor CCTV feeds.
AI00846,KSP/DIS009/2026/00846,Property Crime Pattern Cluster #7,No prior criminal record detected,91,Theft,Davanagere Sector 7,2026-07-07,Deploy Hoysala patrol unit to Davanagere Central PS and monitor CCTV feeds.
AI00847,KSP/DIS010/2026/00847,Vehicle Theft Pattern Cluster #8,No prior criminal record detected,92,Vehicle Theft,Mysuru Sector 8,2026-08-08,Deploy Hoysala patrol unit to Mysuru Cyber Crime PS and monitor CCTV feeds.
